,Stat_checking_acc,Duration_months,Credit_history,Purpose,Credit_amount,Savings_bonds,Duration_of_employment,Installment_pct_annual_income,Marital_status__and_sex,Other_debtors,Resident_since,Property,Age,Other_plans,Housing,Num_existing_credits,Job,num_liable,Has_phone,Foreign_Worker,Class
412,1.0,12,critical,business,2292,41.0,0.0,4,male,none,2,car_or_other,42,stores,rent,2,skilled,1,1,1,2
413,0.0,10,paid_back_duly,car_new,1597,831.0,3.0,3,male,none,2,unknown_or_none,40,none,own/free,1,unskilled,2,0,0,1
414,-89.0,24,paid_back_duly,car_new,1381,0.0,3.0,4,fem,none,2,life_insurance,35,none,rent,1,skilled,1,0,1,2
415,0.0,36,critical,car_used,5842,66.0,10.0,2,male,none,2,life_insurance,35,none,rent,2,skilled,2,1,1,1
416,-117.0,12,paid_back_duly,car_new,2579,37.0,0.0,4,male,none,1,real_estate,33,none,rent,1,unskilled,2,0,1,2
417,-107.0,18,delayed_pay,education,8471,0.0,3.0,1,fem,none,2,car_or_other,23,none,own/free,2,skilled,1,1,1,1
418,0.0,21,paid_back_duly,car_new,2782,1000.0,4.0,1,fem,none,2,car_or_other,31,bank,rent,1,skilled,1,0,1,1
419,89.0,18,paid_back_duly,car_new,1042,0.0,4.0,4,fem,none,2,life_insurance,33,none,rent,1,skilled,1,0,1,2
420,1.0,15,paid_back_duly,car_new,3186,5234.0,5.0,2,fem,none,3,car_or_other,20,none,own/free,1,skilled,1,0,1,1
421,66.0,12,paid_back_duly,car_used,2028,0.0,2.0,4,male,none,2,car_or_other,30,none,rent,1,skilled,1,0,1,1
422,72.0,12,critical,car_new,958,53.0,5.0,2,male,none,3,real_estate,47,none,rent,2,unskilled,2,0,1,1
423,0.0,21,delayed_pay,furniture_equipment,1591,195.0,5.0,4,male,none,3,real_estate,34,none,rent,2,skilled,1,0,1,1
424,131.0,12,paid_back_duly,furniture_equipment,2762,0.0,17.0,1,fem,none,2,life_insurance,25,bank,rent,1,skilled,1,1,1,2
425,50.0,18,paid_back_duly,car_used,2779,59.0,1.0,1,male,none,3,car_or_other,21,none,own/free,1,skilled,1,1,1,1
426,0.0,28,critical,radio_tv,2743,32.0,10.0,4,male,none,2,car_or_other,29,none,rent,2,skilled,1,0,1,1
427,0.0,18,critical,radio_tv,1149,4435.0,3.0,4,male,none,3,real_estate,46,none,rent,2,skilled,1,0,1,1
428,0.0,9,paid_back_duly,furniture_equipment,1313,33.0,8.0,1,male,none,4,car_or_other,20,none,rent,1,skilled,1,0,1,1
429,-97.0,18,critical,repairs,1190,75.0,0.0,2,fem,none,4,unknown_or_none,55,none,own/free,3,unskilled,2,0,1,2
430,0.0,5,paid_back_duly,business,3448,43.0,4.0,1,male,none,4,real_estate,74,none,rent,1,unskilled,1,0,1,1
431,71.0,24,paid_back_duly,others,11328,29.0,4.0,2,male,co-app,3,car_or_other,29,bank,rent,2,skilled,1,1,1,2
432,-137.0,6,critical,furniture_equipment,1872,29.0,0.0,4,male,none,4,unknown_or_none,36,none,own/free,3,skilled,1,1,1,1
433,0.0,24,critical,repairs,2058,40.0,1.0,4,male,none,2,real_estate,33,none,rent,2,skilled,1,1,1,1
434,-109.0,9,paid_back_duly,furniture_equipment,2136,70.0,2.0,3,male,none,2,real_estate,25,none,rent,1,skilled,1,0,1,1
435,133.0,12,paid_back_duly,radio_tv,1484,0.0,2.0,2,male,none,1,real_estate,25,none,rent,1,skilled,1,1,1,2
436,1.0,6,paid_back_duly,repairs,660,552.0,6.0,2,male,none,4,real_estate,23,none,own/free,1,unskilled,1,0,1,1
437,0.0,24,critical,car_new,1287,4607.0,10.0,4,fem,none,4,real_estate,37,none,rent,2,skilled,1,1,1,1
438,-92.0,42,critical,repairs,3394,48.0,0.0,4,male,co-app,4,car_or_other,65,none,rent,2,unskilled,1,0,1,1
439,307.0,12,paid_back_duly,business,609,54.0,0.0,4,fem,none,1,real_estate,26,none,rent,1,unskilled,1,0,1,2
440,0.0,12,paid_back_duly,car_new,1884,75.0,12.0,4,male,none,4,car_or_other,39,none,rent,1,skilled,1,1,1,1
441,-59.0,12,paid_back_duly,furniture_equipment,1620,65.0,2.0,2,fem,co-app,3,life_insurance,30,none,rent,1,skilled,1,0,1,1
442,122.0,20,delayed_pay,others,2629,36.0,2.0,2,male,none,3,car_or_other,29,bank,rent,2,skilled,1,1,1,1
443,1.0,12,paid_back_duly,education,719,30.0,12.0,4,male,none,4,car_or_other,41,bank,rent,1,unskilled,2,0,1,2
444,120.0,48,critical,furniture_equipment,5096,47.0,3.0,2,fem,none,3,car_or_other,30,none,rent,1,skilled,1,1,1,2
445,0.0,9,critical,education,1244,0.0,13.0,4,fem,none,4,life_insurance,41,none,own/free,2,unskilled,1,0,1,1
446,-100.0,36,paid_back_duly,car_new,1842,30.0,0.0,4,fem,none,4,car_or_other,34,none,rent,1,skilled,1,1,1,2
447,87.0,7,paid_back_duly,radio_tv,2576,66.0,2.0,2,male,guarantor,2,real_estate,35,none,rent,1,skilled,1,0,1,1
448,603.0,12,paid_back_duly,furniture_equipment,1424,0.0,12.0,3,fem,none,4,real_estate,55,none,rent,1,skilled,1,1,1,1
449,80.0,15,delayed_pay,repairs,1512,3486.0,2.0,3,male,none,3,life_insurance,61,stores,rent,2,skilled,1,0,1,2
450,0.0,36,critical,car_used,11054,0.0,1.0,4,male,none,2,car_or_other,30,none,rent,1,skilled,1,1,1,1
451,1.0,6,paid_back_duly,radio_tv,518,82.0,2.0,3,fem,none,1,real_estate,29,none,rent,1,skilled,1,0,1,1
452,0.0,12,paid_back_duly,furniture_equipment,2759,46.0,12.0,2,male,none,4,life_insurance,34,none,rent,2,skilled,1,0,1,1
453,0.0,24,paid_back_duly,car_used,2670,14.0,11.0,4,male,none,4,car_or_other,35,none,rent,1,skilled,1,1,1,1
454,-110.0,24,paid_back_duly,car_new,4817,54.0,5.0,2,male,co-app,3,life_insurance,31,none,rent,1,skilled,1,1,1,2
455,1.0,24,paid_back_duly,car_used,2679,62.0,0.0,4,fem,none,1,unknown_or_none,29,none,rent,1,skilled,1,1,1,1
456,-111.0,11,critical,car_new,3905,40.0,1.0,2,male,none,2,real_estate,36,none,own/free,2,skilled,2,0,1,1
457,-136.0,12,paid_back_duly,car_used,3386,66.0,10.0,3,male,none,4,unknown_or_none,35,none,own/free,1,skilled,1,1,1,2
458,-121.0,6,paid_back_duly,domestic_appliances,343,72.0,0.0,4,fem,none,1,real_estate,27,none,rent,1,skilled,1,0,1,1
459,0.0,18,paid_back_duly,radio_tv,4594,50.0,0.0,3,male,none,2,car_or_other,32,none,rent,1,skilled,1,1,1,1
460,-108.0,36,paid_back_duly,furniture_equipment,3620,72.0,2.0,1,male,guarantor,2,life_insurance,37,none,rent,1,skilled,2,0,1,1
461,-124.0,15,paid_back_duly,car_new,1721,43.0,0.0,2,male,none,3,real_estate,36,none,rent,1,skilled,1,0,1,1
462,151.0,12,paid_back_duly,furniture_equipment,3017,73.0,0.0,3,fem,none,1,real_estate,34,none,own/free,1,skilled,1,0,1,1
463,135.0,12,paid_back_duly,retraining,754,0.0,14.0,4,male,none,4,life_insurance,38,none,rent,2,skilled,1,0,1,1
464,0.0,18,paid_back_duly,business,1950,87.0,6.0,4,male,none,1,car_or_other,34,stores,rent,2,skilled,1,1,1,1
465,-92.0,24,paid_back_duly,car_used,2924,42.0,1.0,3,male,guarantor,4,unknown_or_none,63,bank,rent,1,skilled,2,1,1,1
466,-99.0,24,delayed_pay,radio_tv,1659,41.0,0.0,4,fem,none,2,car_or_other,29,none,own/free,1,unskilled,1,1,1,2
467,0.0,48,delayed_pay,radio_tv,7238,0.0,13.0,3,male,none,3,car_or_other,32,bank,rent,2,skilled,2,0,1,1
468,0.0,33,delayed_pay,business,2764,33.0,1.0,2,fem,none,2,car_or_other,26,none,rent,2,skilled,1,1,1,1
469,0.0,24,delayed_pay,car_used,4679,59.0,5.0,3,male,none,3,car_or_other,35,none,rent,2,unskilled,1,1,1,1
470,98.0,24,paid_back_duly,radio_tv,3092,211.0,0.0,3,male,none,2,car_or_other,22,none,own/free,1,skilled,1,1,1,2
471,-99.0,6,paid_back_duly,education,448,24.0,0.0,4,fem,none,4,life_insurance,23,none,rent,1,skilled,1,0,1,2
472,-86.0,9,paid_back_duly,car_new,654,52.0,1.0,4,male,none,3,car_or_other,28,none,rent,1,unskilled,1,0,1,2
473,0.0,6,paid_back_duly,retraining,1238,0.0,0.0,4,male,none,4,life_insurance,36,none,rent,1,skilled,2,1,1,1
474,174.0,18,critical,radio_tv,1245,34.0,2.0,4,male,none,2,car_or_other,33,none,rent,1,skilled,1,0,1,2
475,-98.0,18,paid_back_duly,furniture_equipment,3114,68.0,0.0,1,fem,none,4,life_insurance,26,none,own/free,1,skilled,1,0,1,2
476,0.0,39,paid_back_duly,car_used,2569,729.0,2.0,4,male,none,4,car_or_other,24,none,rent,1,skilled,1,0,1,1
477,524.0,24,paid_back_duly,radio_tv,5152,49.0,6.0,4,male,none,2,car_or_other,25,bank,rent,1,skilled,1,0,1,1
478,108.0,12,paid_back_duly,business,1037,251.0,7.0,3,male,none,4,real_estate,39,none,rent,1,unskilled,1,0,1,1
479,-111.0,15,critical,furniture_equipment,1478,28.0,7.0,4,male,none,4,car_or_other,44,none,rent,2,skilled,2,1,1,1
480,68.0,12,critical,radio_tv,3573,62.0,1.0,1,fem,none,1,real_estate,23,none,rent,1,unskilled,1,0,1,1
481,70.0,24,paid_back_duly,car_new,1201,18.0,0.0,4,male,none,1,life_insurance,26,none,rent,1,skilled,1,0,1,1
482,-95.0,30,paid_back_duly,furniture_equipment,3622,2450.0,9.0,4,fem,none,4,life_insurance,57,none,own/free,2,skilled,1,1,1,1
483,0.0,15,delayed_pay,furniture_equipment,960,5353.0,7.0,3,fem,none,2,life_insurance,30,none,rent,2,skilled,1,0,1,1
484,1.0,12,critical,car_new,1163,678.0,1.0,4,male,none,4,real_estate,44,none,rent,1,skilled,1,1,1,1
485,64.0,6,delayed_pay,car_new,1209,80.0,0.0,4,male,none,4,life_insurance,47,none,rent,1,skilled,1,1,1,2
486,1.0,12,paid_back_duly,radio_tv,3077,52.0,3.0,2,male,none,4,car_or_other,52,none,rent,1,skilled,1,1,1,1
487,0.0,24,paid_back_duly,car_new,3757,65.0,11.0,4,fem,co-app,4,unknown_or_none,62,none,own/free,1,skilled,1,1,1,1
488,0.0,10,paid_back_duly,car_new,1418,286.0,2.0,3,male,none,2,real_estate,35,none,own/free,1,unskilled,1,0,0,1
489,0.0,6,paid_back_duly,car_new,3518,70.0,1.0,2,male,guarantor,3,life_insurance,26,none,own/free,1,skilled,1,0,1,1
490,0.0,12,critical,radio_tv,1934,75.0,7.0,2,male,none,2,unknown_or_none,26,none,rent,2,skilled,1,0,1,1
491,75.0,27,paid_back_duly,business,8318,44.0,11.0,2,fem,none,4,unknown_or_none,42,none,own/free,2,skilled,1,1,1,2
492,1.0,6,critical,radio_tv,1237,362.0,2.0,1,fem,none,1,life_insurance,27,none,rent,2,skilled,1,0,1,1
493,151.0,6,paid_back_duly,radio_tv,368,0.0,13.0,4,male,none,4,life_insurance,38,none,rent,1,skilled,1,0,1,1
494,-103.0,12,critical,car_new,2122,55.0,1.0,3,male,none,2,real_estate,39,none,own/free,2,unskilled,2,0,0,1
495,-106.0,24,paid_back_duly,furniture_equipment,2996,0.0,1.0,2,male,none,4,car_or_other,20,none,rent,1,skilled,1,0,1,2
496,91.0,36,paid_back_duly,furniture_equipment,9034,289.0,0.0,4,male,co-app,1,unknown_or_none,29,none,own/free,1,skilled,1,1,1,2
497,0.0,24,critical,furniture_equipment,1585,50.0,5.0,4,male,none,3,life_insurance,40,none,rent,2,skilled,1,0,1,1
498,100.0,18,paid_back_duly,radio_tv,1301,20.0,12.0,4,male,guarantor,2,real_estate,32,none,rent,1,unskilled,1,0,1,1
499,547.0,6,critical,car_new,1323,280.0,7.0,2,male,none,4,car_or_other,28,none,rent,2,skilled,2,1,1,1
500,-90.0,24,paid_back_duly,car_new,3123,84.0,0.0,4,fem,none,1,life_insurance,27,none,rent,1,skilled,1,0,1,2
501,-97.0,36,paid_back_duly,car_used,5493,39.0,7.0,2,male,none,4,unknown_or_none,42,none,own/free,1,skilled,2,0,1,1
502,509.0,9,paid_back_duly,radio_tv,1126,363.0,16.0,2,male,none,4,real_estate,49,none,rent,1,skilled,1,0,1,1
503,38.0,24,critical,radio_tv,1216,179.0,0.0,4,male,none,4,unknown_or_none,38,bank,rent,2,skilled,2,0,1,2
504,-96.0,24,paid_back_duly,car_new,1207,26.0,0.0,4,fem,none,4,life_insurance,24,none,own/free,1,skilled,1,0,1,2
505,0.0,10,paid_back_duly,car_new,1309,0.0,2.0,4,male,guarantor,4,life_insurance,27,none,rent,1,unskilled,1,0,1,2
506,586.0,15,critical,car_used,2360,737.0,1.0,2,male,none,2,car_or_other,36,none,rent,1,skilled,1,1,1,1
507,95.0,15,paid_back_duly,car_new,6850,194.0,0.0,1,male,none,2,life_insurance,34,none,rent,1,skilled,2,1,1,2
508,0.0,24,paid_back_duly,radio_tv,1413,44.0,1.0,4,male,none,2,life_insurance,28,none,rent,1,skilled,1,0,1,1
509,0.0,39,paid_back_duly,car_used,8588,221.0,16.0,4,male,none,2,car_or_other,45,none,rent,1,skilled,1,1,1,1
510,-94.0,12,paid_back_duly,car_new,759,39.0,4.0,4,male,none,2,real_estate,26,none,rent,1,skilled,1,0,1,2
511,0.0,36,paid_back_duly,car_used,4686,63.0,1.0,2,male,none,2,unknown_or_none,32,none,own/free,1,skilled,1,1,1,1
512,577.0,15,paid_back_duly,business,2687,85.0,5.0,2,male,none,4,life_insurance,26,none,own/free,1,skilled,1,1,1,1
513,104.0,12,delayed_pay,radio_tv,585,55.0,3.0,4,male,co-app,4,real_estate,20,none,own/free,2,skilled,1,0,1,1
514,0.0,24,paid_back_duly,car_new,2255,0.0,0.0,4,male,none,1,life_insurance,54,none,rent,1,skilled,1,0,1,1
515,-103.0,6,critical,car_new,609,44.0,4.0,4,fem,none,3,life_insurance,37,none,rent,2,skilled,1,0,0,1
516,-113.0,6,critical,car_new,1361,43.0,0.0,2,male,none,4,real_estate,40,none,rent,1,unskilled,2,0,0,1
517,1.0,36,critical,furniture_equipment,7127,52.0,0.0,2,fem,none,4,life_insurance,23,none,own/free,2,skilled,1,1,1,2
518,-88.0,6,paid_back_duly,car_new,1203,124.0,12.0,3,male,none,2,life_insurance,43,none,rent,1,skilled,1,1,1,1
519,0.0,6,critical,radio_tv,700,0.0,10.0,4,male,none,4,unknown_or_none,36,none,own/free,2,skilled,1,0,1,1
520,0.0,24,critical,repairs,5507,45.0,9.0,3,male,none,4,unknown_or_none,44,none,own/free,2,skilled,1,0,1,1
521,-100.0,18,paid_back_duly,radio_tv,3190,44.0,1.0,2,fem,none,2,real_estate,24,none,rent,1,skilled,1,0,1,2
522,-101.0,48,paid_back_duly,furniture_equipment,7119,12.0,2.0,3,male,none,4,unknown_or_none,53,none,own/free,2,skilled,2,0,1,2
523,0.0,24,paid_back_duly,car_used,3488,157.0,6.0,3,fem,none,4,car_or_other,23,none,rent,1,skilled,1,0,1,1
524,71.0,18,paid_back_duly,radio_tv,1113,89.0,3.0,4,fem,guarantor,4,real_estate,26,none,rent,1,unskilled,2,0,1,1
525,124.0,26,paid_back_duly,car_used,7966,57.0,0.0,2,male,none,3,car_or_other,30,none,rent,2,skilled,1,0,1,1
526,0.0,15,critical,education,1532,219.0,1.0,4,fem,none,3,car_or_other,31,none,rent,1,skilled,1,0,1,1
527,0.0,4,critical,radio_tv,1503,40.0,6.0,2,male,none,1,real_estate,42,none,rent,2,unskilled,2,0,1,1
528,-86.0,36,paid_back_duly,radio_tv,2302,69.0,2.0,4,male,none,4,car_or_other,31,none,own/free,1,skilled,1,0,1,2
529,-101.0,6,paid_back_duly,car_new,662,33.0,0.0,3,male,none,4,real_estate,41,none,rent,1,unskilled,2,1,1,1
530,63.0,36,paid_back_duly,education,2273,65.0,7.0,3,male,none,1,car_or_other,32,none,rent,2,skilled,2,0,1,1
531,79.0,15,paid_back_duly,car_new,2631,254.0,2.0,2,fem,none,4,car_or_other,28,none,own/free,2,skilled,1,1,1,2
532,0.0,12,delayed_pay,car_used,1503,56.0,2.0,4,male,none,4,real_estate,41,none,own/free,1,skilled,1,0,1,1
533,1.0,24,paid_back_duly,radio_tv,1311,221.0,6.0,4,male,none,3,life_insurance,26,none,rent,1,skilled,1,1,1,1
534,0.0,24,paid_back_duly,radio_tv,3105,0.0,0.0,4,male,none,2,car_or_other,25,none,rent,2,skilled,1,0,1,1
535,304.0,21,critical,education,2319,55.0,0.0,2,male,none,1,car_or_other,33,none,own/free,1,skilled,1,0,1,2
536,-109.0,6,paid_back_duly,car_new,1374,0.0,0.0,4,fem,none,3,life_insurance,75,none,rent,1,skilled,1,1,1,1
537,145.0,18,critical,furniture_equipment,3612,72.0,12.0,3,fem,none,4,life_insurance,37,none,rent,1,skilled,1,1,1,1
538,-98.0,48,paid_back_duly,car_new,7763,55.0,14.0,4,male,none,4,unknown_or_none,42,bank,own/free,1,skilled,1,0,1,2
539,428.0,18,paid_back_duly,furniture_equipment,3049,52.0,0.0,1,fem,none,1,life_insurance,45,stores,rent,1,unskilled,1,0,1,1
540,151.0,12,paid_back_duly,radio_tv,1534,31.0,0.0,1,male,none,1,real_estate,23,none,own/free,1,skilled,1,0,1,2
541,0.0,24,delayed_pay,car_new,2032,77.0,13.0,4,male,none,4,unknown_or_none,60,none,own/free,2,skilled,1,1,1,1
542,-108.0,30,paid_back_duly,furniture_equipment,6350,0.0,13.0,4,male,none,4,life_insurance,31,none,rent,1,skilled,1,0,1,2
543,491.0,18,paid_back_duly,furniture_equipment,2864,36.0,3.0,2,male,none,1,real_estate,34,none,rent,1,unskilled,2,0,1,2
544,0.0,12,critical,car_new,1255,7.0,13.0,4,male,none,4,real_estate,61,none,rent,2,unskilled,1,0,1,1
545,-107.0,24,delayed_pay,car_new,1333,42.0,0.0,4,male,none,2,real_estate,43,none,own/free,2,skilled,2,0,1,2
546,0.0,24,critical,car_new,2022,40.0,1.0,4,fem,none,4,car_or_other,37,none,rent,1,skilled,1,1,1,1
547,0.0,24,paid_back_duly,radio_tv,1552,28.0,5.0,3,male,none,1,car_or_other,32,bank,rent,1,skilled,2,0,1,1
548,-114.0,12,paid_back_duly,radio_tv,626,64.0,2.0,4,fem,none,4,real_estate,24,bank,rent,1,unskilled,1,0,1,2
549,0.0,48,critical,car_used,8858,0.0,7.0,2,male,none,1,unknown_or_none,35,none,own/free,2,skilled,1,1,1,1
550,0.0,12,critical,repairs,996,0.0,6.0,4,fem,none,4,real_estate,23,none,rent,2,skilled,1,0,1,1
551,0.0,6,paid_back_duly,radio_tv,1750,780.0,11.0,2,male,none,4,life_insurance,45,bank,rent,1,unskilled,2,0,1,1
552,-110.0,48,paid_back_duly,radio_tv,6999,55.0,6.0,1,male,guarantor,1,real_estate,34,none,rent,2,skilled,1,1,1,2
553,101.0,12,critical,car_new,1995,224.0,0.0,4,male,none,1,car_or_other,27,none,rent,1,skilled,1,0,1,1
554,99.0,9,paid_back_duly,education,1199,23.0,6.0,4,fem,none,4,life_insurance,67,none,rent,2,skilled,1,1,1,1
555,32.0,12,paid_back_duly,radio_tv,1331,49.0,0.0,2,male,none,1,car_or_other,22,stores,rent,1,skilled,1,0,1,2
556,72.0,18,paid_back_duly,car_new,2278,134.0,0.0,3,fem,none,3,car_or_other,28,none,rent,2,skilled,1,0,1,2
557,0.0,21,paid_back_duly,car_new,5003,0.0,2.0,1,fem,none,4,life_insurance,29,bank,rent,2,skilled,1,1,1,2
558,-84.0,24,paid_back_duly,furniture_equipment,3552,58.0,6.0,3,male,none,4,car_or_other,27,bank,rent,1,skilled,1,0,1,2
559,88.0,18,critical,furniture_equipment,1928,45.0,0.0,2,male,none,2,real_estate,31,none,rent,2,unskilled,1,0,1,2
560,-126.0,24,paid_back_duly,car_used,2964,0.0,11.0,4,male,none,4,unknown_or_none,49,bank,own/free,1,skilled,2,1,1,1
561,-91.0,24,paid_back_duly,radio_tv,1546,51.0,6.0,4,male,guarantor,4,car_or_other,24,bank,own/free,1,unskilled,1,0,1,2
562,472.0,6,delayed_pay,radio_tv,683,18.0,0.0,2,fem,none,1,life_insurance,29,bank,rent,1,skilled,1,0,1,1
563,113.0,36,paid_back_duly,car_new,12389,0.0,3.0,1,male,none,4,unknown_or_none,37,none,own/free,1,skilled,1,1,1,2
564,114.0,24,delayed_pay,business,4712,0.0,1.0,4,male,none,2,life_insurance,37,bank,rent,2,skilled,1,1,1,1
565,116.0,24,delayed_pay,radio_tv,1553,331.0,5.0,3,fem,none,2,life_insurance,23,none,own/free,2,skilled,1,1,1,1
566,-114.0,12,paid_back_duly,car_new,1372,58.0,7.0,2,male,none,3,car_or_other,36,none,rent,1,skilled,1,0,1,2
567,0.0,24,critical,radio_tv,2578,6531.0,10.0,2,male,none,2,car_or_other,34,none,rent,1,skilled,1,0,1,1
568,93.0,48,paid_back_duly,radio_tv,3979,0.0,5.0,4,male,none,1,car_or_other,41,none,rent,2,skilled,2,1,1,1
569,-98.0,48,paid_back_duly,radio_tv,6758,58.0,2.0,3,fem,none,2,car_or_other,31,none,rent,1,skilled,1,1,1,2
570,-131.0,24,paid_back_duly,furniture_equipment,3234,48.0,0.0,4,fem,none,4,real_estate,23,none,own/free,1,unskilled,1,1,1,2
571,0.0,30,critical,radio_tv,5954,49.0,5.0,3,male,co-app,2,car_or_other,38,none,rent,1,skilled,1,0,1,1
572,0.0,24,paid_back_duly,car_used,5433,0.0,0.0,2,fem,none,4,life_insurance,26,none,own/free,1,skilled,1,1,1,1
573,-121.0,15,paid_back_duly,business,806,58.0,1.0,4,fem,none,4,life_insurance,22,none,rent,1,unskilled,1,0,1,1
574,111.0,9,paid_back_duly,radio_tv,1082,37.0,12.0,4,male,none,4,car_or_other,27,none,rent,2,unskilled,1,0,1,1
575,0.0,15,critical,furniture_equipment,2788,54.0,6.0,2,fem,co-app,3,car_or_other,24,bank,rent,2,skilled,1,0,1,1
576,97.0,12,paid_back_duly,radio_tv,2930,58.0,6.0,2,fem,none,1,real_estate,27,none,rent,1,skilled,1,0,1,1
577,1.0,24,critical,education,1927,0.0,2.0,3,fem,none,2,car_or_other,33,none,rent,2,skilled,1,1,1,1
578,91.0,36,critical,car_new,2820,42.0,0.0,4,male,none,4,car_or_other,27,none,rent,2,skilled,1,0,1,2
579,0.0,24,paid_back_duly,retraining,937,49.0,0.0,4,male,none,3,car_or_other,27,none,rent,2,unskilled,1,0,1,1
580,92.0,18,critical,car_new,1056,53.0,13.0,3,male,guarantor,3,real_estate,30,bank,rent,2,skilled,1,0,1,2
581,83.0,12,critical,car_new,3124,94.0,0.0,1,male,none,3,real_estate,49,bank,rent,2,unskilled,2,0,1,1
582,0.0,9,paid_back_duly,furniture_equipment,1388,46.0,3.0,4,fem,none,2,real_estate,26,none,own/free,1,skilled,1,0,1,1
583,107.0,36,paid_back_duly,repairs,2384,54.0,0.0,4,male,none,1,unknown_or_none,33,none,own/free,1,unskilled,1,0,1,2
584,0.0,12,paid_back_duly,car_new,2133,0.0,13.0,4,fem,none,4,unknown_or_none,52,none,own/free,1,skilled,1,1,1,1
585,-106.0,18,paid_back_duly,furniture_equipment,2039,28.0,1.0,1,fem,none,4,real_estate,20,bank,own/free,1,skilled,1,0,1,2
586,-127.0,9,critical,car_new,2799,41.0,1.0,2,male,none,2,real_estate,36,none,own/free,2,skilled,2,0,1,1
587,-120.0,12,paid_back_duly,furniture_equipment,1289,61.0,1.0,4,male,guarantor,1,life_insurance,21,none,rent,1,unskilled,1,0,1,1
588,-109.0,18,paid_back_duly,domestic_appliances,1217,45.0,2.0,4,male,none,3,real_estate,47,none,rent,1,unskilled,1,1,1,2
589,-110.0,12,critical,furniture_equipment,2246,51.0,11.0,3,male,none,3,life_insurance,60,none,rent,2,skilled,1,0,1,2
590,-130.0,12,critical,radio_tv,385,34.0,4.0,4,fem,none,3,real_estate,58,none,rent,4,unskilled,1,1,1,1
591,94.0,24,delayed_pay,car_new,1965,0.0,1.0,4,fem,none,4,car_or_other,42,none,own/free,2,skilled,1,1,1,1
592,0.0,21,paid_back_duly,business,1572,4928.0,12.0,4,fem,none,4,real_estate,36,bank,rent,1,unskilled,1,0,1,1
593,63.0,24,paid_back_duly,car_new,2718,26.0,2.0,3,fem,none,4,life_insurance,20,none,own/free,1,unskilled,1,1,1,2
594,-94.0,24,paid_back_duly,others,1358,0.0,11.0,4,male,none,3,car_or_other,40,stores,rent,1,skilled,1,1,1,2
595,137.0,6,paid_back_duly,car_new,931,100.0,0.0,1,fem,none,1,life_insurance,32,stores,rent,1,unskilled,1,0,1,2
596,-115.0,24,paid_back_duly,car_new,1442,91.0,5.0,4,fem,none,4,car_or_other,23,none,own/free,2,skilled,1,0,1,2
597,93.0,24,paid_back_duly,business,4241,61.0,1.0,1,male,none,4,real_estate,36,none,rent,3,unskilled,1,1,1,2
598,0.0,18,critical,car_new,2775,73.0,7.0,2,male,none,2,life_insurance,31,bank,rent,2,skilled,1,0,1,2
599,0.0,24,delayed_pay,business,3863,53.0,1.0,1,male,none,2,unknown_or_none,32,none,own/free,1,skilled,1,0,1,1
600,91.0,7,paid_back_duly,radio_tv,2329,52.0,0.0,1,fem,guarantor,1,real_estate,45,none,rent,1,skilled,1,0,1,1
601,60.0,9,paid_back_duly,furniture_equipment,918,71.0,1.0,4,fem,none,1,life_insurance,30,none,rent,1,skilled,1,0,1,2
602,152.0,24,paid_back_duly,education,1837,45.0,6.0,4,fem,none,4,unknown_or_none,34,bank,own/free,1,unskilled,1,0,1,2
603,0.0,36,paid_back_duly,furniture_equipment,3349,66.0,1.0,4,fem,none,2,car_or_other,28,none,rent,1,skilled,1,1,1,2
604,565.0,10,paid_back_duly,furniture_equipment,1275,60.0,0.0,4,fem,none,2,life_insurance,23,none,rent,1,skilled,1,0,1,1
605,-100.0,24,paid_back_duly,furniture_equipment,2828,809.0,2.0,4,male,none,4,real_estate,22,stores,rent,1,skilled,1,1,1,1
606,0.0,24,critical,business,4526,42.0,2.0,3,male,none,2,real_estate,74,none,rent,1,skilled,1,1,1,1
607,107.0,36,paid_back_duly,radio_tv,2671,100.0,1.0,4,fem,co-app,4,unknown_or_none,50,none,own/free,1,skilled,1,0,1,2
608,0.0,18,paid_back_duly,radio_tv,2051,67.0,0.0,4,male,none,1,real_estate,33,none,rent,1,skilled,1,0,1,1
609,0.0,15,paid_back_duly,car_used,1300,0.0,13.0,4,male,none,4,unknown_or_none,45,bank,own/free,1,skilled,2,0,1,1
610,-104.0,12,paid_back_duly,domestic_appliances,741,318.0,0.0,4,fem,none,3,life_insurance,22,none,rent,1,skilled,1,0,1,2
611,567.0,10,paid_back_duly,car_new,1240,177.0,14.0,1,fem,none,4,unknown_or_none,48,none,own/free,1,unskilled,2,0,1,2
612,-104.0,21,paid_back_duly,radio_tv,3357,5085.0,0.0,4,fem,none,2,car_or_other,29,bank,rent,1,skilled,1,0,1,1
613,-123.0,24,paid_back_duly,car_used,3632,53.0,1.0,1,fem,guarantor,4,car_or_other,22,bank,own/free,1,skilled,1,0,0,1
614,0.0,18,delayed_pay,furniture_equipment,1808,41.0,7.0,4,fem,none,1,real_estate,22,none,rent,1,skilled,1,0,1,2
615,87.0,48,paid_back_duly,business,12204,0.0,1.0,2,male,none,2,car_or_other,48,bank,rent,1,skilled,1,1,1,1
616,146.0,60,delayed_pay,radio_tv,9157,0.0,2.0,2,male,none,2,unknown_or_none,27,none,own/free,1,skilled,1,0,1,1
617,-102.0,6,critical,car_new,3676,68.0,2.0,1,male,none,3,real_estate,37,none,own/free,3,skilled,2,0,1,1
