Unnamed: 0,Stat_checking_acc,Duration_months,Credit_history,Purpose,Credit_amount,Savings_bonds,Duration_of_employment,Installment_pct_annual_income,Marital_status__and_sex,Other_debtors,Resident_since,Property,Age,Other_plans,Housing,Num_existing_credits,Job,num_liable,Has_phone,Foreign_Worker,Class,dem_cluster,Class_cat
415,0,36,critical,car_used,5842,66,10,2,male,none,2,life_insurance,35,none,rent,2,skilled,2,1,1,1,C,Good
416,-117,12,paid_back_duly,car_new,2579,37,0,4,male,none,1,real_estate,33,none,rent,1,unskilled,2,0,1,2,B,Bad
417,-107,18,delayed_pay,education,8471,0,3,1,fem,none,2,car_or_other,23,none,own/free,2,skilled,1,1,1,1,B,Good
418,0,21,paid_back_duly,car_new,2782,1000,4,1,fem,none,2,car_or_other,31,bank,rent,1,skilled,1,0,1,1,B,Good
419,89,18,paid_back_duly,car_new,1042,0,4,4,fem,none,2,life_insurance,33,none,rent,1,skilled,1,0,1,2,B,Bad
420,1,15,paid_back_duly,car_new,3186,5234,5,2,fem,none,3,car_or_other,20,none,own/free,1,skilled,1,0,1,1,D,Good
421,66,12,paid_back_duly,car_used,2028,0,2,4,male,none,2,car_or_other,30,none,rent,1,skilled,1,0,1,1,B,Good
422,72,12,critical,car_new,958,53,5,2,male,none,3,real_estate,47,none,rent,2,unskilled,2,0,1,1,C,Good
423,0,21,delayed_pay,furniture_equipment,1591,195,5,4,male,none,3,real_estate,34,none,rent,2,skilled,1,0,1,1,B,Good
424,131,12,paid_back_duly,furniture_equipment,2762,0,17,1,fem,none,2,life_insurance,25,bank,rent,1,skilled,1,1,1,2,C,Bad
425,50,18,paid_back_duly,car_used,2779,59,1,1,male,none,3,car_or_other,21,none,own/free,1,skilled,1,1,1,1,B,Good
426,0,28,critical,radio_tv,2743,32,10,4,male,none,2,car_or_other,29,none,rent,2,skilled,1,0,1,1,C,Good
427,0,18,critical,radio_tv,1149,4435,3,4,male,none,3,real_estate,46,none,rent,2,skilled,1,0,1,1,D,Good
428,0,9,paid_back_duly,furniture_equipment,1313,33,8,1,male,none,4,car_or_other,20,none,rent,1,skilled,1,0,1,1,B,Good
429,-97,18,critical,repairs,1190,75,0,2,fem,none,4,unknown_or_none,55,none,own/free,3,unskilled,2,0,1,2,B,Bad
430,0,5,paid_back_duly,business,3448,43,4,1,male,none,4,real_estate,74,none,rent,1,unskilled,1,0,1,1,C,Good
431,71,24,paid_back_duly,others,11328,29,4,2,male,co-app,3,car_or_other,29,bank,rent,2,skilled,1,1,1,2,B,Bad
432,-137,6,critical,furniture_equipment,1872,29,0,4,male,none,4,unknown_or_none,36,none,own/free,3,skilled,1,1,1,1,B,Good
433,0,24,critical,repairs,2058,40,1,4,male,none,2,real_estate,33,none,rent,2,skilled,1,1,1,1,B,Good
434,-109,9,paid_back_duly,furniture_equipment,2136,70,2,3,male,none,2,real_estate,25,none,rent,1,skilled,1,0,1,1,B,Good
435,133,12,paid_back_duly,radio_tv,1484,0,2,2,male,none,1,real_estate,25,none,rent,1,skilled,1,1,1,2,B,Bad
436,1,6,paid_back_duly,repairs,660,552,6,2,male,none,4,real_estate,23,none,own/free,1,unskilled,1,0,1,1,B,Good
437,0,24,critical,car_new,1287,4607,10,4,fem,none,4,real_estate,37,none,rent,2,skilled,1,1,1,1,D,Good
438,-92,42,critical,repairs,3394,48,0,4,male,co-app,4,car_or_other,65,none,rent,2,unskilled,1,0,1,1,C,Good
439,307,12,paid_back_duly,business,609,54,0,4,fem,none,1,real_estate,26,none,rent,1,unskilled,1,0,1,2,A,Bad
440,0,12,paid_back_duly,car_new,1884,75,12,4,male,none,4,car_or_other,39,none,rent,1,skilled,1,1,1,1,C,Good
441,-59,12,paid_back_duly,furniture_equipment,1620,65,2,2,fem,co-app,3,life_insurance,30,none,rent,1,skilled,1,0,1,1,B,Good
442,122,20,delayed_pay,others,2629,36,2,2,male,none,3,car_or_other,29,bank,rent,2,skilled,1,1,1,1,B,Good
443,1,12,paid_back_duly,education,719,30,12,4,male,none,4,car_or_other,41,bank,rent,1,unskilled,2,0,1,2,C,Bad
444,120,48,critical,furniture_equipment,5096,47,3,2,fem,none,3,car_or_other,30,none,rent,1,skilled,1,1,1,2,B,Bad
445,0,9,critical,education,1244,0,13,4,fem,none,4,life_insurance,41,none,own/free,2,unskilled,1,0,1,1,C,Good
446,-100,36,paid_back_duly,car_new,1842,30,0,4,fem,none,4,car_or_other,34,none,rent,1,skilled,1,1,1,2,B,Bad
447,87,7,paid_back_duly,radio_tv,2576,66,2,2,male,guarantor,2,real_estate,35,none,rent,1,skilled,1,0,1,1,B,Good
448,603,12,paid_back_duly,furniture_equipment,1424,0,12,3,fem,none,4,real_estate,55,none,rent,1,skilled,1,1,1,1,A,Good
449,80,15,delayed_pay,repairs,1512,3486,2,3,male,none,3,life_insurance,61,stores,rent,2,skilled,1,0,1,2,D,Bad
450,0,36,critical,car_used,11054,0,1,4,male,none,2,car_or_other,30,none,rent,1,skilled,1,1,1,1,B,Good
451,1,6,paid_back_duly,radio_tv,518,82,2,3,fem,none,1,real_estate,29,none,rent,1,skilled,1,0,1,1,B,Good
452,0,12,paid_back_duly,furniture_equipment,2759,46,12,2,male,none,4,life_insurance,34,none,rent,2,skilled,1,0,1,1,C,Good
453,0,24,paid_back_duly,car_used,2670,14,11,4,male,none,4,car_or_other,35,none,rent,1,skilled,1,1,1,1,C,Good
454,-110,24,paid_back_duly,car_new,4817,54,5,2,male,co-app,3,life_insurance,31,none,rent,1,skilled,1,1,1,2,B,Bad
455,1,24,paid_back_duly,car_used,2679,62,0,4,fem,none,1,unknown_or_none,29,none,rent,1,skilled,1,1,1,1,B,Good
456,-111,11,critical,car_new,3905,40,1,2,male,none,2,real_estate,36,none,own/free,2,skilled,2,0,1,1,B,Good
457,-136,12,paid_back_duly,car_used,3386,66,10,3,male,none,4,unknown_or_none,35,none,own/free,1,skilled,1,1,1,2,C,Bad
458,-121,6,paid_back_duly,domestic_appliances,343,72,0,4,fem,none,1,real_estate,27,none,rent,1,skilled,1,0,1,1,B,Good
459,0,18,paid_back_duly,radio_tv,4594,50,0,3,male,none,2,car_or_other,32,none,rent,1,skilled,1,1,1,1,B,Good
460,-108,36,paid_back_duly,furniture_equipment,3620,72,2,1,male,guarantor,2,life_insurance,37,none,rent,1,skilled,2,0,1,1,B,Good
461,-124,15,paid_back_duly,car_new,1721,43,0,2,male,none,3,real_estate,36,none,rent,1,skilled,1,0,1,1,B,Good
462,151,12,paid_back_duly,furniture_equipment,3017,73,0,3,fem,none,1,real_estate,34,none,own/free,1,skilled,1,0,1,1,B,Good
463,135,12,paid_back_duly,retraining,754,0,14,4,male,none,4,life_insurance,38,none,rent,2,skilled,1,0,1,1,C,Good
464,0,18,paid_back_duly,business,1950,87,6,4,male,none,1,car_or_other,34,stores,rent,2,skilled,1,1,1,1,B,Good
465,-92,24,paid_back_duly,car_used,2924,42,1,3,male,guarantor,4,unknown_or_none,63,bank,rent,1,skilled,2,1,1,1,C,Good
466,-99,24,delayed_pay,radio_tv,1659,41,0,4,fem,none,2,car_or_other,29,none,own/free,1,unskilled,1,1,1,2,B,Bad
467,0,48,delayed_pay,radio_tv,7238,0,13,3,male,none,3,car_or_other,32,bank,rent,2,skilled,2,0,1,1,C,Good
468,0,33,delayed_pay,business,2764,33,1,2,fem,none,2,car_or_other,26,none,rent,2,skilled,1,1,1,1,B,Good
469,0,24,delayed_pay,car_used,4679,59,5,3,male,none,3,car_or_other,35,none,rent,2,unskilled,1,1,1,1,B,Good
470,98,24,paid_back_duly,radio_tv,3092,211,0,3,male,none,2,car_or_other,22,none,own/free,1,skilled,1,1,1,2,B,Bad
471,-99,6,paid_back_duly,education,448,24,0,4,fem,none,4,life_insurance,23,none,rent,1,skilled,1,0,1,2,B,Bad
472,-86,9,paid_back_duly,car_new,654,52,1,4,male,none,3,car_or_other,28,none,rent,1,unskilled,1,0,1,2,B,Bad
473,0,6,paid_back_duly,retraining,1238,0,0,4,male,none,4,life_insurance,36,none,rent,1,skilled,2,1,1,1,B,Good
474,174,18,critical,radio_tv,1245,34,2,4,male,none,2,car_or_other,33,none,rent,1,skilled,1,0,1,2,B,Bad
475,-98,18,paid_back_duly,furniture_equipment,3114,68,0,1,fem,none,4,life_insurance,26,none,own/free,1,skilled,1,0,1,2,B,Bad
476,0,39,paid_back_duly,car_used,2569,729,2,4,male,none,4,car_or_other,24,none,rent,1,skilled,1,0,1,1,B,Good
477,524,24,paid_back_duly,radio_tv,5152,49,6,4,male,none,2,car_or_other,25,bank,rent,1,skilled,1,0,1,1,A,Good
478,108,12,paid_back_duly,business,1037,251,7,3,male,none,4,real_estate,39,none,rent,1,unskilled,1,0,1,1,C,Good
479,-111,15,critical,furniture_equipment,1478,28,7,4,male,none,4,car_or_other,44,none,rent,2,skilled,2,1,1,1,C,Good
480,68,12,critical,radio_tv,3573,62,1,1,fem,none,1,real_estate,23,none,rent,1,unskilled,1,0,1,1,B,Good
481,70,24,paid_back_duly,car_new,1201,18,0,4,male,none,1,life_insurance,26,none,rent,1,skilled,1,0,1,1,B,Good
482,-95,30,paid_back_duly,furniture_equipment,3622,2450,9,4,fem,none,4,life_insurance,57,none,own/free,2,skilled,1,1,1,1,C,Good
483,0,15,delayed_pay,furniture_equipment,960,5353,7,3,fem,none,2,life_insurance,30,none,rent,2,skilled,1,0,1,1,D,Good
484,1,12,critical,car_new,1163,678,1,4,male,none,4,real_estate,44,none,rent,1,skilled,1,1,1,1,B,Good
485,64,6,delayed_pay,car_new,1209,80,0,4,male,none,4,life_insurance,47,none,rent,1,skilled,1,1,1,2,B,Bad
486,1,12,paid_back_duly,radio_tv,3077,52,3,2,male,none,4,car_or_other,52,none,rent,1,skilled,1,1,1,1,C,Good
487,0,24,paid_back_duly,car_new,3757,65,11,4,fem,co-app,4,unknown_or_none,62,none,own/free,1,skilled,1,1,1,1,C,Good
488,0,10,paid_back_duly,car_new,1418,286,2,3,male,none,2,real_estate,35,none,own/free,1,unskilled,1,0,0,1,B,Good
489,0,6,paid_back_duly,car_new,3518,70,1,2,male,guarantor,3,life_insurance,26,none,own/free,1,skilled,1,0,1,1,B,Good
490,0,12,critical,radio_tv,1934,75,7,2,male,none,2,unknown_or_none,26,none,rent,2,skilled,1,0,1,1,B,Good
491,75,27,paid_back_duly,business,8318,44,11,2,fem,none,4,unknown_or_none,42,none,own/free,2,skilled,1,1,1,2,C,Bad
492,1,6,critical,radio_tv,1237,362,2,1,fem,none,1,life_insurance,27,none,rent,2,skilled,1,0,1,1,B,Good
493,151,6,paid_back_duly,radio_tv,368,0,13,4,male,none,4,life_insurance,38,none,rent,1,skilled,1,0,1,1,C,Good
494,-103,12,critical,car_new,2122,55,1,3,male,none,2,real_estate,39,none,own/free,2,unskilled,2,0,0,1,B,Good
495,-106,24,paid_back_duly,furniture_equipment,2996,0,1,2,male,none,4,car_or_other,20,none,rent,1,skilled,1,0,1,2,B,Bad
496,91,36,paid_back_duly,furniture_equipment,9034,289,0,4,male,co-app,1,unknown_or_none,29,none,own/free,1,skilled,1,1,1,2,B,Bad
497,0,24,critical,furniture_equipment,1585,50,5,4,male,none,3,life_insurance,40,none,rent,2,skilled,1,0,1,1,C,Good
498,100,18,paid_back_duly,radio_tv,1301,20,12,4,male,guarantor,2,real_estate,32,none,rent,1,unskilled,1,0,1,1,C,Good
499,547,6,critical,car_new,1323,280,7,2,male,none,4,car_or_other,28,none,rent,2,skilled,2,1,1,1,A,Good
500,-90,24,paid_back_duly,car_new,3123,84,0,4,fem,none,1,life_insurance,27,none,rent,1,skilled,1,0,1,2,B,Bad
501,-97,36,paid_back_duly,car_used,5493,39,7,2,male,none,4,unknown_or_none,42,none,own/free,1,skilled,2,0,1,1,C,Good
502,509,9,paid_back_duly,radio_tv,1126,363,16,2,male,none,4,real_estate,49,none,rent,1,skilled,1,0,1,1,A,Good
503,38,24,critical,radio_tv,1216,179,0,4,male,none,4,unknown_or_none,38,bank,rent,2,skilled,2,0,1,2,B,Bad
504,-96,24,paid_back_duly,car_new,1207,26,0,4,fem,none,4,life_insurance,24,none,own/free,1,skilled,1,0,1,2,B,Bad
505,0,10,paid_back_duly,car_new,1309,0,2,4,male,guarantor,4,life_insurance,27,none,rent,1,unskilled,1,0,1,2,B,Bad
506,586,15,critical,car_used,2360,737,1,2,male,none,2,car_or_other,36,none,rent,1,skilled,1,1,1,1,A,Good
507,95,15,paid_back_duly,car_new,6850,194,0,1,male,none,2,life_insurance,34,none,rent,1,skilled,2,1,1,2,B,Bad
508,0,24,paid_back_duly,radio_tv,1413,44,1,4,male,none,2,life_insurance,28,none,rent,1,skilled,1,0,1,1,B,Good
509,0,39,paid_back_duly,car_used,8588,221,16,4,male,none,2,car_or_other,45,none,rent,1,skilled,1,1,1,1,C,Good
510,-94,12,paid_back_duly,car_new,759,39,4,4,male,none,2,real_estate,26,none,rent,1,skilled,1,0,1,2,B,Bad
511,0,36,paid_back_duly,car_used,4686,63,1,2,male,none,2,unknown_or_none,32,none,own/free,1,skilled,1,1,1,1,B,Good
512,577,15,paid_back_duly,business,2687,85,5,2,male,none,4,life_insurance,26,none,own/free,1,skilled,1,1,1,1,A,Good
513,104,12,delayed_pay,radio_tv,585,55,3,4,male,co-app,4,real_estate,20,none,own/free,2,skilled,1,0,1,1,B,Good
514,0,24,paid_back_duly,car_new,2255,0,0,4,male,none,1,life_insurance,54,none,rent,1,skilled,1,0,1,1,B,Good
515,-103,6,critical,car_new,609,44,4,4,fem,none,3,life_insurance,37,none,rent,2,skilled,1,0,0,1,B,Good
516,-113,6,critical,car_new,1361,43,0,2,male,none,4,real_estate,40,none,rent,1,unskilled,2,0,0,1,B,Good
517,1,36,critical,furniture_equipment,7127,52,0,2,fem,none,4,life_insurance,23,none,own/free,2,skilled,1,1,1,2,B,Bad
518,-88,6,paid_back_duly,car_new,1203,124,12,3,male,none,2,life_insurance,43,none,rent,1,skilled,1,1,1,1,C,Good
519,0,6,critical,radio_tv,700,0,10,4,male,none,4,unknown_or_none,36,none,own/free,2,skilled,1,0,1,1,C,Good
520,0,24,critical,repairs,5507,45,9,3,male,none,4,unknown_or_none,44,none,own/free,2,skilled,1,0,1,1,C,Good
521,-100,18,paid_back_duly,radio_tv,3190,44,1,2,fem,none,2,real_estate,24,none,rent,1,skilled,1,0,1,2,B,Bad
522,-101,48,paid_back_duly,furniture_equipment,7119,12,2,3,male,none,4,unknown_or_none,53,none,own/free,2,skilled,2,0,1,2,C,Bad
523,0,24,paid_back_duly,car_used,3488,157,6,3,fem,none,4,car_or_other,23,none,rent,1,skilled,1,0,1,1,B,Good
524,71,18,paid_back_duly,radio_tv,1113,89,3,4,fem,guarantor,4,real_estate,26,none,rent,1,unskilled,2,0,1,1,B,Good
525,124,26,paid_back_duly,car_used,7966,57,0,2,male,none,3,car_or_other,30,none,rent,2,skilled,1,0,1,1,B,Good
526,0,15,critical,education,1532,219,1,4,fem,none,3,car_or_other,31,none,rent,1,skilled,1,0,1,1,B,Good
527,0,4,critical,radio_tv,1503,40,6,2,male,none,1,real_estate,42,none,rent,2,unskilled,2,0,1,1,C,Good
528,-86,36,paid_back_duly,radio_tv,2302,69,2,4,male,none,4,car_or_other,31,none,own/free,1,skilled,1,0,1,2,B,Bad
529,-101,6,paid_back_duly,car_new,662,33,0,3,male,none,4,real_estate,41,none,rent,1,unskilled,2,1,1,1,B,Good
530,63,36,paid_back_duly,education,2273,65,7,3,male,none,1,car_or_other,32,none,rent,2,skilled,2,0,1,1,B,Good
531,79,15,paid_back_duly,car_new,2631,254,2,2,fem,none,4,car_or_other,28,none,own/free,2,skilled,1,1,1,2,B,Bad
532,0,12,delayed_pay,car_used,1503,56,2,4,male,none,4,real_estate,41,none,own/free,1,skilled,1,0,1,1,B,Good
533,1,24,paid_back_duly,radio_tv,1311,221,6,4,male,none,3,life_insurance,26,none,rent,1,skilled,1,1,1,1,B,Good
534,0,24,paid_back_duly,radio_tv,3105,0,0,4,male,none,2,car_or_other,25,none,rent,2,skilled,1,0,1,1,B,Good
535,304,21,critical,education,2319,55,0,2,male,none,1,car_or_other,33,none,own/free,1,skilled,1,0,1,2,A,Bad
536,-109,6,paid_back_duly,car_new,1374,0,0,4,fem,none,3,life_insurance,75,none,rent,1,skilled,1,1,1,1,C,Good
537,145,18,critical,furniture_equipment,3612,72,12,3,fem,none,4,life_insurance,37,none,rent,1,skilled,1,1,1,1,C,Good
538,-98,48,paid_back_duly,car_new,7763,55,14,4,male,none,4,unknown_or_none,42,bank,own/free,1,skilled,1,0,1,2,C,Bad
539,428,18,paid_back_duly,furniture_equipment,3049,52,0,1,fem,none,1,life_insurance,45,stores,rent,1,unskilled,1,0,1,1,A,Good
540,151,12,paid_back_duly,radio_tv,1534,31,0,1,male,none,1,real_estate,23,none,own/free,1,skilled,1,0,1,2,B,Bad
541,0,24,delayed_pay,car_new,2032,77,13,4,male,none,4,unknown_or_none,60,none,own/free,2,skilled,1,1,1,1,C,Good
542,-108,30,paid_back_duly,furniture_equipment,6350,0,13,4,male,none,4,life_insurance,31,none,rent,1,skilled,1,0,1,2,C,Bad
543,491,18,paid_back_duly,furniture_equipment,2864,36,3,2,male,none,1,real_estate,34,none,rent,1,unskilled,2,0,1,2,A,Bad
544,0,12,critical,car_new,1255,7,13,4,male,none,4,real_estate,61,none,rent,2,unskilled,1,0,1,1,C,Good
545,-107,24,delayed_pay,car_new,1333,42,0,4,male,none,2,real_estate,43,none,own/free,2,skilled,2,0,1,2,B,Bad
546,0,24,critical,car_new,2022,40,1,4,fem,none,4,car_or_other,37,none,rent,1,skilled,1,1,1,1,B,Good
547,0,24,paid_back_duly,radio_tv,1552,28,5,3,male,none,1,car_or_other,32,bank,rent,1,skilled,2,0,1,1,B,Good
548,-114,12,paid_back_duly,radio_tv,626,64,2,4,fem,none,4,real_estate,24,bank,rent,1,unskilled,1,0,1,2,B,Bad
549,0,48,critical,car_used,8858,0,7,2,male,none,1,unknown_or_none,35,none,own/free,2,skilled,1,1,1,1,C,Good
550,0,12,critical,repairs,996,0,6,4,fem,none,4,real_estate,23,none,rent,2,skilled,1,0,1,1,B,Good
551,0,6,paid_back_duly,radio_tv,1750,780,11,2,male,none,4,life_insurance,45,bank,rent,1,unskilled,2,0,1,1,C,Good
552,-110,48,paid_back_duly,radio_tv,6999,55,6,1,male,guarantor,1,real_estate,34,none,rent,2,skilled,1,1,1,2,B,Bad
553,101,12,critical,car_new,1995,224,0,4,male,none,1,car_or_other,27,none,rent,1,skilled,1,0,1,1,B,Good
554,99,9,paid_back_duly,education,1199,23,6,4,fem,none,4,life_insurance,67,none,rent,2,skilled,1,1,1,1,C,Good
555,32,12,paid_back_duly,radio_tv,1331,49,0,2,male,none,1,car_or_other,22,stores,rent,1,skilled,1,0,1,2,B,Bad
556,72,18,paid_back_duly,car_new,2278,134,0,3,fem,none,3,car_or_other,28,none,rent,2,skilled,1,0,1,2,B,Bad
557,0,21,paid_back_duly,car_new,5003,0,2,1,fem,none,4,life_insurance,29,bank,rent,2,skilled,1,1,1,2,B,Bad
558,-84,24,paid_back_duly,furniture_equipment,3552,58,6,3,male,none,4,car_or_other,27,bank,rent,1,skilled,1,0,1,2,B,Bad
559,88,18,critical,furniture_equipment,1928,45,0,2,male,none,2,real_estate,31,none,rent,2,unskilled,1,0,1,2,B,Bad
560,-126,24,paid_back_duly,car_used,2964,0,11,4,male,none,4,unknown_or_none,49,bank,own/free,1,skilled,2,1,1,1,C,Good
561,-91,24,paid_back_duly,radio_tv,1546,51,6,4,male,guarantor,4,car_or_other,24,bank,own/free,1,unskilled,1,0,1,2,B,Bad
562,472,6,delayed_pay,radio_tv,683,18,0,2,fem,none,1,life_insurance,29,bank,rent,1,skilled,1,0,1,1,A,Good
563,113,36,paid_back_duly,car_new,12389,0,3,1,male,none,4,unknown_or_none,37,none,own/free,1,skilled,1,1,1,2,B,Bad
564,114,24,delayed_pay,business,4712,0,1,4,male,none,2,life_insurance,37,bank,rent,2,skilled,1,1,1,1,B,Good
565,116,24,delayed_pay,radio_tv,1553,331,5,3,fem,none,2,life_insurance,23,none,own/free,2,skilled,1,1,1,1,B,Good
566,-114,12,paid_back_duly,car_new,1372,58,7,2,male,none,3,car_or_other,36,none,rent,1,skilled,1,0,1,2,C,Bad
567,0,24,critical,radio_tv,2578,6531,10,2,male,none,2,car_or_other,34,none,rent,1,skilled,1,0,1,1,D,Good
568,93,48,paid_back_duly,radio_tv,3979,0,5,4,male,none,1,car_or_other,41,none,rent,2,skilled,2,1,1,1,B,Good
569,-98,48,paid_back_duly,radio_tv,6758,58,2,3,fem,none,2,car_or_other,31,none,rent,1,skilled,1,1,1,2,B,Bad
570,-131,24,paid_back_duly,furniture_equipment,3234,48,0,4,fem,none,4,real_estate,23,none,own/free,1,unskilled,1,1,1,2,B,Bad
571,0,30,critical,radio_tv,5954,49,5,3,male,co-app,2,car_or_other,38,none,rent,1,skilled,1,0,1,1,B,Good
572,0,24,paid_back_duly,car_used,5433,0,0,2,fem,none,4,life_insurance,26,none,own/free,1,skilled,1,1,1,1,B,Good
573,-121,15,paid_back_duly,business,806,58,1,4,fem,none,4,life_insurance,22,none,rent,1,unskilled,1,0,1,1,B,Good
574,111,9,paid_back_duly,radio_tv,1082,37,12,4,male,none,4,car_or_other,27,none,rent,2,unskilled,1,0,1,1,C,Good
575,0,15,critical,furniture_equipment,2788,54,6,2,fem,co-app,3,car_or_other,24,bank,rent,2,skilled,1,0,1,1,B,Good
576,97,12,paid_back_duly,radio_tv,2930,58,6,2,fem,none,1,real_estate,27,none,rent,1,skilled,1,0,1,1,B,Good
577,1,24,critical,education,1927,0,2,3,fem,none,2,car_or_other,33,none,rent,2,skilled,1,1,1,1,B,Good
578,91,36,critical,car_new,2820,42,0,4,male,none,4,car_or_other,27,none,rent,2,skilled,1,0,1,2,B,Bad
579,0,24,paid_back_duly,retraining,937,49,0,4,male,none,3,car_or_other,27,none,rent,2,unskilled,1,0,1,1,B,Good
580,92,18,critical,car_new,1056,53,13,3,male,guarantor,3,real_estate,30,bank,rent,2,skilled,1,0,1,2,C,Bad
581,83,12,critical,car_new,3124,94,0,1,male,none,3,real_estate,49,bank,rent,2,unskilled,2,0,1,1,B,Good
582,0,9,paid_back_duly,furniture_equipment,1388,46,3,4,fem,none,2,real_estate,26,none,own/free,1,skilled,1,0,1,1,B,Good
583,107,36,paid_back_duly,repairs,2384,54,0,4,male,none,1,unknown_or_none,33,none,own/free,1,unskilled,1,0,1,2,B,Bad
584,0,12,paid_back_duly,car_new,2133,0,13,4,fem,none,4,unknown_or_none,52,none,own/free,1,skilled,1,1,1,1,C,Good
585,-106,18,paid_back_duly,furniture_equipment,2039,28,1,1,fem,none,4,real_estate,20,bank,own/free,1,skilled,1,0,1,2,B,Bad
586,-127,9,critical,car_new,2799,41,1,2,male,none,2,real_estate,36,none,own/free,2,skilled,2,0,1,1,B,Good
587,-120,12,paid_back_duly,furniture_equipment,1289,61,1,4,male,guarantor,1,life_insurance,21,none,rent,1,unskilled,1,0,1,1,B,Good
588,-109,18,paid_back_duly,domestic_appliances,1217,45,2,4,male,none,3,real_estate,47,none,rent,1,unskilled,1,1,1,2,B,Bad
589,-110,12,critical,furniture_equipment,2246,51,11,3,male,none,3,life_insurance,60,none,rent,2,skilled,1,0,1,2,C,Bad
590,-130,12,critical,radio_tv,385,34,4,4,fem,none,3,real_estate,58,none,rent,4,unskilled,1,1,1,1,C,Good
591,94,24,delayed_pay,car_new,1965,0,1,4,fem,none,4,car_or_other,42,none,own/free,2,skilled,1,1,1,1,B,Good
592,0,21,paid_back_duly,business,1572,4928,12,4,fem,none,4,real_estate,36,bank,rent,1,unskilled,1,0,1,1,D,Good
593,63,24,paid_back_duly,car_new,2718,26,2,3,fem,none,4,life_insurance,20,none,own/free,1,unskilled,1,1,1,2,B,Bad
594,-94,24,paid_back_duly,others,1358,0,11,4,male,none,3,car_or_other,40,stores,rent,1,skilled,1,1,1,2,C,Bad
595,137,6,paid_back_duly,car_new,931,100,0,1,fem,none,1,life_insurance,32,stores,rent,1,unskilled,1,0,1,2,B,Bad
596,-115,24,paid_back_duly,car_new,1442,91,5,4,fem,none,4,car_or_other,23,none,own/free,2,skilled,1,0,1,2,B,Bad
597,93,24,paid_back_duly,business,4241,61,1,1,male,none,4,real_estate,36,none,rent,3,unskilled,1,1,1,2,B,Bad
598,0,18,critical,car_new,2775,73,7,2,male,none,2,life_insurance,31,bank,rent,2,skilled,1,0,1,2,B,Bad
599,0,24,delayed_pay,business,3863,53,1,1,male,none,2,unknown_or_none,32,none,own/free,1,skilled,1,0,1,1,B,Good
600,91,7,paid_back_duly,radio_tv,2329,52,0,1,fem,guarantor,1,real_estate,45,none,rent,1,skilled,1,0,1,1,B,Good
601,60,9,paid_back_duly,furniture_equipment,918,71,1,4,fem,none,1,life_insurance,30,none,rent,1,skilled,1,0,1,2,B,Bad
602,152,24,paid_back_duly,education,1837,45,6,4,fem,none,4,unknown_or_none,34,bank,own/free,1,unskilled,1,0,1,2,B,Bad
603,0,36,paid_back_duly,furniture_equipment,3349,66,1,4,fem,none,2,car_or_other,28,none,rent,1,skilled,1,1,1,2,B,Bad
604,565,10,paid_back_duly,furniture_equipment,1275,60,0,4,fem,none,2,life_insurance,23,none,rent,1,skilled,1,0,1,1,A,Good
605,-100,24,paid_back_duly,furniture_equipment,2828,809,2,4,male,none,4,real_estate,22,stores,rent,1,skilled,1,1,1,1,B,Good
606,0,24,critical,business,4526,42,2,3,male,none,2,real_estate,74,none,rent,1,skilled,1,1,1,1,C,Good
607,107,36,paid_back_duly,radio_tv,2671,100,1,4,fem,co-app,4,unknown_or_none,50,none,own/free,1,skilled,1,0,1,2,B,Bad
608,0,18,paid_back_duly,radio_tv,2051,67,0,4,male,none,1,real_estate,33,none,rent,1,skilled,1,0,1,1,B,Good
609,0,15,paid_back_duly,car_used,1300,0,13,4,male,none,4,unknown_or_none,45,bank,own/free,1,skilled,2,0,1,1,C,Good
610,-104,12,paid_back_duly,domestic_appliances,741,318,0,4,fem,none,3,life_insurance,22,none,rent,1,skilled,1,0,1,2,B,Bad
611,567,10,paid_back_duly,car_new,1240,177,14,1,fem,none,4,unknown_or_none,48,none,own/free,1,unskilled,2,0,1,2,A,Bad
612,-104,21,paid_back_duly,radio_tv,3357,5085,0,4,fem,none,2,car_or_other,29,bank,rent,1,skilled,1,0,1,1,D,Good
613,-123,24,paid_back_duly,car_used,3632,53,1,1,fem,guarantor,4,car_or_other,22,bank,own/free,1,skilled,1,0,0,1,B,Good
614,0,18,delayed_pay,furniture_equipment,1808,41,7,4,fem,none,1,real_estate,22,none,rent,1,skilled,1,0,1,2,B,Bad
615,87,48,paid_back_duly,business,12204,0,1,2,male,none,2,car_or_other,48,bank,rent,1,skilled,1,1,1,1,B,Good
616,146,60,delayed_pay,radio_tv,9157,0,2,2,male,none,2,unknown_or_none,27,none,own/free,1,skilled,1,0,1,1,B,Good
617,-102,6,critical,car_new,3676,68,2,1,male,none,3,real_estate,37,none,own/free,3,skilled,2,0,1,1,B,Good
618,86,30,paid_back_duly,furniture_equipment,3441,136,1,2,fem,co-app,4,car_or_other,21,none,own/free,1,skilled,1,0,1,2,B,Bad
619,0,12,paid_back_duly,car_new,640,40,1,4,male,none,2,real_estate,49,none,rent,1,unskilled,1,0,1,1,B,Good
620,114,21,critical,business,3652,41,4,2,male,none,3,life_insurance,27,none,rent,2,skilled,1,0,1,1,B,Good
621,0,18,critical,car_new,1530,59,1,3,male,none,2,life_insurance,32,bank,rent,2,skilled,1,0,1,2,B,Bad
622,0,48,paid_back_duly,business,3914,0,1,4,male,none,2,real_estate,38,bank,rent,1,skilled,1,0,1,2,B,Bad
